"Income" "Loan" "Default" "Age" "Gender" "Education" "Children" "Employment" "Adress" "Phone" "Customer" "Term" "Limit"
38.57 10.329 0 41 "M" "M" 1 3 241 "Y" "N" 24 11.918
38.571 11.345 0 35 "F" "H" 1 57 111 "Y" "E" 24 11.284
39.614 9.903 0 33 "M" "M" 2 14 164 "Y" "N" 24 9.903
38.575 11.299 0 22 "F" "H" 0 15 108 "N" "N" 24 12.543
38.578 12.803 1 46 "M" "M" 1 5 154 "Y" "N" 24 11.695
38.579 10.851 0 52 "F" "M" 0 146 240 "N" "N" 24 11.513
38.581 11.053 0 33 "M" "H" 0 33 49 "Y" "E" 24 11.156
38.583 11.311 0 35 "F" "H" 0 36 296 "Y" "N" 24 11.513
38.584 12.09 0 33 "M" "H" 0 17 88 "Y" "N" 24 10.82
38.586 12.153 0 45 "M" "M" 0 24 120 "Y" "N" 24 10.941
38.587 12.04 1 24 "F" "M" 0 46 24 "N" "N" 24 11.002
38.589 10.897 0 26 "M" "H" 1 15 14 "Y" "N" 24 11.408
38.591 10.103 0 30 "M" "M" 0 15 361 "Y" "N" 24 11.156
38.964 12.946 0 25 "M" "H" 0 25 84 "Y" "N" 24 9.741
38.592 11.075 0 25 "M" "H" 0 28 24 "Y" "N" 24 11.513
38.594 11.739 0 41 "F" "H" 1 34 492 "Y" "N" 24 12.206
38.595 10.635 0 44 "M" "M" 1 8 132 "Y" "N" 24 11.608
38.597 11.387 0 29 "M" "H" 0 57 27 "Y" "N" 24 11.002
38.599 10.285 0 25 "F" "H" 0 43 120 "N" "N" 24 11.379
38.6 11.441 0 23 "M" "H" 0 37 48 "Y" "E" 24 11.513
38.602 11.576 0 45 "F" "H" 3 15 317 "Y" "N" 24 11.849
38.603 11.298 0 55 "M" "H" 2 252 168 "Y" "E" 24 10.82
38.605 11.277 0 28 "M" "M" 0 8 36 "Y" "N" 24 11.002
38.608 12.198 0 38 "F" "H" 1 4 120 "Y" "N" 24 12.899
38.61 12.544 1 28 "M" "M" 1 24 156 "Y" "N" 24 11.002
38.611 10.507 0 29 "M" "H" 0 6 30 "Y" "N" 24 11.983
38.613 11.592 0 27 "M" "H" 0 25 120 "Y" "N" 24 11.002
38.615 12.579 1 34 "F" "H" 1 60 114 "Y" "N" 24 12.662
38.616 11.365 0 25 "M" "M" 0 35 32 "N" "N" 24 12.612
38.619 11.761 0 30 "F" "H" 0 84 96 "Y" "N" 24 11.918
38.623 10.599 0 46 "F" "H" 2 24 288 "Y" "N" 24 11.695
38.624 12.732 0 31 "M" "H" 0 9 180 "Y" "N" 24 11.775
38.626 12.021 0 41 "M" "M" 1 6 1 "N" "N" 24 11.29
38.627 12.494 0 28 "F" "M" 0 44 44 "N" "E" 24 10.82
38.629 11.706 0 32 "M" "H" 1 7 116 "Y" "N" 24 12.206
38.631 11.286 0 31 "M" "M" 0 20 48 "Y" "N" 24 11.156
38.632 10.469 0 42 "M" "M" 3 27 132 "Y" "N" 24 11.513
38.634 12.984 0 35 "F" "M" 1 80 204 "Y" "N" 24 12.612
38.635 11.433 0 47 "M" "M" 2 73 97 "N" "N" 24 10.82
38.637 10.67 0 36 "F" "H" 1 88 25 "N" "N" 24 10.915
38.639 12.248 0 49 "F" "H" 1 104 36 "Y" "N" 24 11.513
38.64 12.454 0 29 "F" "M" 0 96 10 "N" "N" 24 10.373
38.643 10.771 0 24 "F" "H" 0 31 96 "Y" "N" 24 11.513
38.645 10.981 0 26 "F" "N" 0 80 240 "Y" "N" 24 11.513
38.647 10.952 0 28 "F" "H" 0 4 5 "Y" "N" 24 12.206
38.648 10.99 0 42 "F" "H" 2 31 71 "Y" "N" 24 12.429
38.65 10.996 0 41 "M" "N" 1 15 102 "Y" "N" 24 12.899
38.651 11.064 0 37 "M" "H" 0 3 40 "Y" "N" 24 12.612
38.653 12.799 0 42 "F" "H" 1 14 17 "Y" "N" 24 12.766
38.655 10.657 0 41 "F" "H" 1 65 24 "Y" "E" 24 11.513
38.656 10.964 0 48 "F" "S" 2 53 11 "Y" "N" 24 11.29
38.658 12.002 0 21 "M" "N" 0 8 65 "Y" "N" 24 10.783
38.659 12.471 0 26 "F" "H" 1 26 30 "Y" "N" 24 11.295
38.661 10.571 0 27 "F" "H" 0 72 120 "Y" "N" 24 12.206
38.663 10.832 0 27 "M" "H" 1 61 133 "Y" "N" 24 12.899
38.664 11.861 0 24 "M" "H" 0 28 297 "Y" "N" 24 11.513
38.666 12.353 0 50 "F" "M" 2 50 132 "Y" "N" 24 11.408
38.667 11.081 0 23 "M" "N" 0 10 240 "Y" "N" 24 10.597
38.672 12.759 0 29 "M" "M" 0 18 168 "Y" "E" 24 11.513
38.674 10.611 0 58 "M" "H" 1 28 3 "Y" "N" 24 12.612
38.675 11.253 1 48 "M" "H" 2 11 12 "Y" "N" 24 12.899
38.679 11.882 0 33 "F" "M" 1 16 23 "Y" "N" 24 12.899
38.68 12.922 0 24 "F" "H" 0 31 108 "Y" "N" 24 10.597
38.683 10.525 1 52 "F" "M" 1 28 24 "Y" "N" 24 11.462
38.685 10.66 1 47 "F" "H" 0 132 24 "Y" "N" 24 11.002
38.687 10.617 0 25 "M" "H" 1 11 24 "Y" "N" 24 12.003
38.69 11.794 0 46 "M" "P" 2 132 102 "N" "N" 24 11.721
38.693 11.262 0 25 "F" "H" 0 22 100 "N" "N" 24 11.002
38.695 11.878 0 42 "F" "H" 1 11 216 "Y" "N" 24 12.766
38.696 11.084 0 53 "F" "H" 2 47 187 "Y" "N" 24 12.899
38.698 12.171 0 25 "M" "H" 0 7 2 "N" "E" 24 11.29
38.699 11.25 0 50 "F" "H" 2 66 121 "Y" "N" 24 11.156
38.701 10.626 0 26 "M" "S" 0 4 6 "N" "N" 24 11.002
38.703 11.917 0 50 "F" "M" 2 83 294 "Y" "N" 24 11.918
38.704 10.834 1 35 "M" "M" 0 180 2 "Y" "N" 24 10.714
38.707 11.244 1 52 "F" "M" 1 21 11 "Y" "N" 24 12.117
38.709 12.112 0 53 "F" "M" 2 211 360 "N" "N" 24 11.695
38.711 11.462 1 42 "F" "M" 1 99 9 "Y" "N" 24 10.597
38.715 10.824 0 26 "M" "H" 0 45 119 "Y" "N" 24 11.695
38.717 11.482 1 24 "F" "H" 1 64 60 "Y" "N" 24 11.513
54.369 13.592 1 23 "F" "H" 0 21 12 "Y" "N" 24 13.592
38.72 12.201 0 38 "M" "M" 2 20 456 "Y" "N" 24 10.714
38.722 10.633 0 32 "F" "H" 1 29 348 "Y" "N" 24 11.522
38.723 10.481 0 57 "M" "H" 3 8 60 "Y" "N" 24 12.899
38.728 11.282 0 37 "F" "H" 1 60 432 "N" "N" 24 12.899
38.73 11.732 0 21 "M" "M" 0 63 252 "Y" "N" 24 10.404
38.733 10.213 0 45 "M" "H" 2 24 24 "Y" "N" 24 11.513
38.735 11.75 0 29 "M" "N" 1 67 84 "Y" "N" 24 11.513
38.736 10.759 0 24 "M" "N" 0 34 300 "Y" "N" 24 10.82
38.739 12.452 0 23 "F" "N" 0 32 72 "Y" "N" 24 12.206
38.741 11.799 0 24 "F" "H" 0 4 48 "Y" "N" 24 11.513
38.743 11.205 0 48 "F" "M" 2 85 36 "Y" "N" 24 10.597
38.744 11.477 0 33 "F" "H" 1 42 104 "Y" "E" 24 11.156
38.746 10.489 0 51 "M" "H" 2 24 6 "N" "E" 24 11.002
38.747 11.82 0 24 "F" "M" 0 62 41 "Y" "N" 24 11.775
38.749 12.67 0 30 "F" "H" 1 48 126 "N" "N" 24 11.002
38.751 12.27 0 38 "M" "N" 2 10 120 "Y" "N" 24 11.513
38.752 10.37 0 33 "M" "H" 1 22 194 "Y" "N" 24 10.82
38.755 11.068 0 25 "F" "H" 0 28 108 "Y" "N" 24 10.309
39.809 9.952 1 24 "F" "H" 1 77 72 "N" "N" 24 9.952
38.757 11.616 0 26 "M" "M" 0 76 276 "Y" "N" 24 10.309
38.759 12.524 0 31 "M" "S" 0 15 379 "Y" "N" 24 10.309
38.762 11.531 0 28 "F" "H" 2 9 48 "N" "N" 24 11.002
38.763 11.398 0 46 "M" "M" 2 37 152 "Y" "N" 24 12.206
38.765 12.355 0 41 "M" "H" 1 10 92 "Y" "N" 24 11.918
38.767 11.131 0 38 "M" "M" 0 47 48 "N" "N" 24 11.156
38.768 10.798 0 53 "F" "H" 1 245 240 "Y" "E" 24 12.073
38.77 10.006 0 51 "F" "M" 1 180 300 "Y" "N" 24 11.002
38.771 10.633 0 45 "F" "H" 2 13 238 "Y" "N" 24 11.002
38.773 10.785 0 54 "M" "M" 1 73 172 "N" "N" 24 11.695
38.778 10.972 1 25 "M" "N" 0 50 48 "Y" "E" 24 11.789
38.779 10.092 1 23 "M" "M" 0 52 276 "Y" "N" 24 11.002
38.783 11.645 0 47 "F" "H" 2 158 321 "Y" "N" 24 11.002
38.784 10.037 0 43 "F" "M" 1 112 18 "Y" "N" 24 11.29
38.787 10.237 0 48 "M" "H" 1 48 276 "Y" "N" 24 12.899
38.789 11.23 0 24 "M" "M" 0 42 268 "N" "E" 24 10.897
38.792 10.005 0 46 "M" "M" 2 9 125 "Y" "N" 24 10.82
38.794 11.418 0 33 "M" "H" 1 42 36 "Y" "N" 24 10.597
38.795 10.001 0 24 "F" "N" 0 14 288 "N" "N" 24 11.002
38.797 11.453 0 29 "M" "H" 2 12 19 "Y" "N" 24 11.918
38.799 10.229 1 53 "F" "S" 0 52 48 "Y" "E" 24 12.101
38.8 11.177 0 23 "F" "H" 0 10 276 "Y" "N" 24 11.918
38.802 10.8 0 24 "F" "H" 0 14 93 "Y" "N" 24 11.097
38.805 11.103 0 40 "M" "H" 1 115 108 "Y" "N" 24 11.156
38.807 12.08 0 30 "M" "H" 0 89 43 "Y" "N" 24 11.736
38.808 12.68 0 29 "M" "H" 0 22 3 "N" "N" 24 10.82
38.811 10.831 0 48 "M" "S" 1 41 120 "Y" "E" 24 12.899
38.813 12.237 1 57 "M" "M" 1 11 350 "Y" "N" 24 11.058
38.818 10.133 0 28 "M" "H" 1 57 336 "Y" "E" 24 12.899
38.819 10.099 0 23 "M" "H" 0 3 73 "Y" "E" 24 11.067
38.821 11.111 0 28 "M" "M" 0 34 132 "Y" "E" 24 11.474
38.823 10.657 1 26 "F" "N" 1 39 24 "Y" "N" 24 11.513
38.824 11.289 1 24 "F" "H" 0 20 60 "Y" "N" 24 10.714
38.826 10.633 0 24 "M" "M" 0 19 12 "N" "N" 24 11.002
38.827 11.426 0 28 "M" "M" 0 54 336 "Y" "N" 24 12.155
38.829 10.683 0 26 "F" "H" 0 24 14 "N" "N" 24 12.899
38.831 12.237 0 26 "F" "N" 0 5 120 "Y" "N" 24 10.309
38.832 10.306 0 27 "F" "H" 0 33 122 "Y" "N" 24 11.918
38.834 11.332 0 46 "F" "H" 1 128 72 "Y" "N" 24 10.597
38.835 10.153 1 28 "F" "H" 2 15 121 "Y" "N" 24 11.513
38.837 11.243 0 25 "F" "H" 0 6 7 "Y" "N" 24 10.82
38.839 10.985 0 35 "M" "M" 3 166 74 "Y" "N" 24 10.463
38.842 10.883 0 23 "M" "M" 0 7 216 "N" "N" 24 10.127
38.843 12.204 0 26 "F" "H" 0 14 324 "Y" "N" 24 10.82
38.845 11.703 0 25 "M" "M" 0 11 49 "Y" "N" 24 10.309
38.847 11.162 0 26 "M" "H" 0 6 24 "Y" "N" 24 12.405
37.891 12.678 0 32 "F" "H" 2 71 32 "Y" "E" 24 9.473
38.85 12.182 0 22 "M" "N" 0 15 276 "Y" "N" 24 10.82
38.851 11.089 0 35 "M" "M" 1 13 132 "Y" "N" 24 11.513
38.853 10.556 0 33 "M" "H" 1 16 32 "Y" "N" 24 11.156
38.855 12.647 0 42 "F" "M" 1 28 42 "N" "N" 24 10.309
38.856 10.232 1 30 "M" "H" 1 73 14 "N" "N" 24 12.899
38.858 11.302 0 46 "F" "H" 0 12 62 "Y" "N" 24 12.612
38.859 12.278 1 54 "M" "H" 1 104 96 "N" "N" 24 12.899
38.861 11.596 0 34 "F" "S" 1 11 360 "Y" "N" 24 12.173
38.863 10.683 0 26 "M" "M" 0 25 74 "N" "N" 24 11.695
38.864 10.569 0 33 "F" "H" 2 34 36 "Y" "N" 24 12.101
38.866 11.34 0 33 "F" "H" 1 6 64 "Y" "N" 24 10.309
38.867 11.496 0 43 "M" "H" 1 54 3 "Y" "N" 24 11.704
38.869 10.998 0 32 "M" "N" 1 12 108 "Y" "N" 24 12.236
38.871 12.295 0 36 "F" "H" 0 90 334 "Y" "E" 24 12.206
38.872 10.908 0 22 "M" "N" 0 5 269 "Y" "N" 24 11.478
38.874 10.271 0 23 "F" "H" 1 24 96 "Y" "N" 24 10.82
38.875 11.505 0 25 "M" "M" 0 68 240 "Y" "N" 24 11.002
38.879 11.354 0 40 "M" "M" 1 121 219 "Y" "N" 24 11.775
32.025 11.581 0 42 "M" "S" 1 180 97 "Y" "N" 24 8.006
38.88 11.457 0 29 "F" "H" 2 7 36 "Y" "N" 24 12.301
38.882 10.732 0 31 "M" "M" 1 101 60 "Y" "N" 24 11.29
38.885 10.556 0 52 "F" "H" 4 119 13 "N" "N" 24 10.549
38.887 12.498 0 45 "F" "M" 0 12 204 "Y" "N" 24 11.082
38.888 10.202 0 42 "F" "H" 2 68 200 "Y" "N" 24 10.597
38.891 11.752 0 25 "F" "H" 0 7 108 "Y" "N" 24 10.309
38.893 10.436 0 53 "F" "M" 0 52 25 "Y" "N" 24 11.651
38.895 10.424 0 38 "M" "H" 1 63 12 "N" "N" 24 12.794
38.898 10.906 0 40 "F" "H" 1 64 72 "Y" "N" 24 12.612
38.899 11.627 0 34 "M" "M" 1 22 120 "Y" "N" 24 11.513
38.901 10.336 0 47 "M" "M" 1 7 122 "N" "N" 24 12.199
38.903 10.314 0 37 "F" "M" 1 20 10 "Y" "E" 24 11.513
38.904 12.014 0 47 "F" "M" 1 67 147 "Y" "N" 24 10.82
38.187 12.752 0 40 "M" "H" 1 65 18 "Y" "E" 24 9.547
38.906 10.667 0 53 "F" "H" 2 32 94 "Y" "N" 24 11.695
38.907 10.752 0 26 "M" "M" 1 8 108 "Y" "N" 24 11.775
38.909 10.284 0 42 "F" "H" 1 22 515 "N" "N" 24 12.206
38.911 11.807 0 34 "F" "M" 0 160 214 "Y" "N" 24 11.472
38.914 11.75 0 39 "F" "S" 0 7 55 "Y" "N" 24 12.899
38.915 11.704 0 39 "M" "M" 1 13 312 "Y" "N" 24 12.206
54.369 13.592 0 27 "M" "H" 1 22 108 "Y" "E" 24 13.592
38.917 10.428 0 57 "M" "M" 3 25 84 "Y" "N" 24 11.412
39.614 9.903 0 27 "M" "M" 1 36 120 "Y" "N" 24 9.903
38.919 11.741 0 48 "F" "H" 2 10 324 "Y" "N" 24 11.513
38.92 11.876 0 21 "F" "N" 1 7 42 "Y" "N" 24 11.579
38.922 11.462 1 47 "F" "H" 0 28 52 "Y" "N" 24 11.156
38.923 12.909 0 47 "M" "H" 2 89 99 "Y" "N" 24 10.82
38.93 11.041 0 25 "F" "H" 0 6 105 "Y" "N" 24 11.918
38.931 12.455 0 50 "M" "M" 1 45 180 "Y" "N" 24 11.002
38.933 12.545 0 47 "M" "M" 2 6 88 "Y" "N" 24 10.834
38.935 11.353 0 27 "M" "M" 0 29 18 "Y" "E" 24 11.408
38.936 11.74 0 30 "M" "H" 0 12 169 "Y" "N" 24 11.491
38.938 10.714 1 24 "M" "M" 1 36 288 "Y" "N" 24 10.82
38.939 11.325 0 52 "F" "H" 1 79 252 "Y" "N" 24 11.488
38.941 11.23 0 33 "F" "H" 2 168 36 "Y" "N" 24 11.695
38.943 10.089 0 50 "M" "M" 2 264 156 "Y" "N" 24 11.608
38.944 10.554 0 32 "F" "H" 2 111 16 "Y" "N" 24 10.692
38.946 10.71 0 30 "M" "H" 1 23 66 "Y" "N" 24 11.432
38.947 12.236 0 32 "M" "M" 1 11 197 "Y" "N" 24 11.562
38.952 11.602 0 25 "M" "M" 2 31 72 "Y" "N" 24 10.82
38.954 10.015 0 53 "M" "H" 2 52 144 "Y" "N" 24 12.429
38.955 10.392 0 36 "F" "H" 2 62 38 "Y" "N" 24 10.82
38.957 11.73 0 36 "M" "M" 1 34 108 "Y" "N" 24 11.695
39.614 9.903 0 21 "F" "M" 2 23 24 "N" "N" 24 9.903
38.959 10.059 0 25 "F" "H" 0 12 92 "Y" "N" 24 11.695
38.96 10.479 0 52 "M" "S" 2 381 254 "Y" "N" 24 12.206
38.962 12.319 0 26 "M" "H" 0 24 12 "Y" "E" 24 10.309
38.963 11.342 0 51 "M" "S" 2 63 30 "Y" "E" 24 11.918
38.965 11.353 0 22 "M" "M" 0 39 60 "Y" "N" 24 11.264
38.967 10.672 0 22 "M" "M" 0 8 76 "Y" "N" 24 11.695
38.971 10.577 1 23 "F" "M" 0 30 85 "N" "N" 24 11.002
38.973 12.799 0 23 "M" "H" 0 44 176 "Y" "N" 24 12.206
38.975 11.016 0 24 "M" "H" 0 21 96 "Y" "N" 24 10.911
38.976 10.956 0 57 "M" "H" 1 12 120 "Y" "N" 24 12.52
38.978 11.121 0 25 "F" "N" 1 7 62 "Y" "N" 24 10.309
38.979 10.401 0 50 "F" "M" 0 38 32 "Y" "N" 24 10.82
38.984 10.354 0 27 "M" "M" 0 89 120 "Y" "N" 24 10.597
38.986 10.476 1 23 "F" "M" 0 30 57 "N" "N" 24 10.82
38.989 10.521 0 21 "F" "N" 0 20 236 "Y" "N" 24 10.127
38.991 10.519 0 43 "M" "H" 0 192 216 "Y" "N" 24 12.899
38.992 10.508 0 21 "F" "M" 0 4 262 "Y" "N" 24 11.513
38.995 12.543 0 29 "M" "S" 0 52 8 "N" "N" 24 10.82
38.997 12.519 0 33 "F" "H" 1 28 212 "Y" "N" 24 11.408
38.999 11.442 0 35 "M" "H" 1 18 300 "N" "N" 24 10.82
39.002 11.461 1 42 "M" "M" 1 23 147 "Y" "N" 24 12.206
39.003 10.498 1 52 "F" "H" 0 6 96 "Y" "N" 24 12.899
39.005 10.421 0 56 "M" "M" 2 156 94 "Y" "N" 24 10.82
53.219 13.305 1 36 "M" "H" 0 25 240 "Y" "N" 24 13.305
39.007 12.101 1 50 "M" "H" 1 108 144 "Y" "E" 24 12.429
39.01 10.222 1 58 "M" "H" 2 12 72 "N" "E" 24 12.899
39.013 10.747 1 52 "F" "H" 2 17 5 "Y" "E" 24 12.899
39.016 10.018 1 31 "F" "H" 2 22 23 "Y" "N" 24 11.002
39.018 11.435 0 57 "M" "H" 2 6 252 "Y" "N" 24 12.612
39.019 11.181 0 41 "F" "H" 1 85 432 "N" "N" 24 10.597
39.023 11.27 0 25 "F" "H" 0 8 157 "Y" "N" 24 12.044
39.026 10.364 0 30 "F" "S" 1 43 98 "Y" "N" 24 12.577
39.027 11.415 0 50 "F" "H" 2 26 206 "N" "N" 24 12.206
39.029 10.04 0 39 "M" "H" 2 10 228 "N" "N" 24 12.044
39.031 10.66 0 48 "F" "H" 2 106 78 "Y" "N" 24 12.786
39.034 11.539 0 21 "F" "N" 0 9 168 "Y" "E" 24 10.82
39.037 10.362 0 47 "F" "H" 2 252 108 "N" "N" 24 11.513
39.039 10.427 0 50 "M" "H" 1 54 215 "Y" "N" 24 12.899
39.04 10.741 0 35 "F" "M" 1 21 300 "Y" "N" 24 11.983
39.043 12.504 1 39 "M" "M" 0 59 63 "Y" "N" 24 11.918
39.047 10.923 0 21 "M" "M" 0 9 12 "Y" "N" 24 11.608
39.05 10.665 1 39 "M" "H" 1 40 72 "N" "N" 24 12.206
39.051 11.17 0 34 "M" "M" 1 30 72 "N" "N" 24 12.761
39.055 11.359 0 49 "F" "H" 2 12 240 "Y" "N" 24 12.206
39.056 10.983 0 50 "M" "M" 2 34 93 "Y" "E" 24 12.899
39.058 11.625 0 32 "M" "H" 2 39 24 "Y" "N" 24 12.195
39.064 10.315 0 50 "M" "H" 2 24 167 "Y" "N" 24 11.695
39.067 11.32 0 41 "F" "M" 1 10 41 "Y" "E" 24 12.647
39.069 10.701 0 30 "F" "H" 0 22 30 "Y" "N" 24 12.3
39.071 12.816 0 29 "M" "H" 0 19 288 "Y" "N" 24 11.29
39.074 11.803 1 21 "F" "M" 0 13 240 "Y" "N" 24 10.463
39.075 10.091 1 25 "M" "H" 0 25 10 "Y" "N" 24 11.002
39.079 11.185 0 50 "F" "M" 2 75 108 "Y" "N" 24 11.051
39.085 10.812 0 56 "M" "H" 2 12 180 "Y" "N" 24 11.339
39.088 11.673 0 53 "F" "M" 2 10 276 "Y" "N" 24 12.101
39.091 10.807 0 24 "M" "H" 1 12 60 "Y" "N" 24 12.612
39.093 10.73 0 24 "M" "H" 0 8 96 "Y" "N" 24 11.002
39.096 10.153 0 23 "M" "M" 0 4 284 "Y" "N" 24 10.309
39.099 11.535 0 25 "F" "H" 1 4 4 "Y" "N" 24 11.513
39.101 12.129 0 36 "M" "M" 1 84 71 "Y" "N" 24 10.597
39.104 11.498 1 36 "M" "M" 0 16 240 "Y" "N" 24 12.044
39.106 10.489 0 37 "F" "H" 2 75 96 "Y" "N" 24 11.918
39.111 11.018 0 32 "M" "H" 1 10 33 "Y" "N" 24 12.891
39.112 10.699 0 37 "M" "M" 1 35 180 "Y" "N" 24 11.156
39.115 11.128 0 23 "M" "H" 1 4 12 "Y" "N" 24 11.29
39.117 11.2 0 27 "M" "M" 0 22 180 "N" "N" 24 12.899
39.119 10.238 0 25 "M" "M" 0 53 12 "Y" "N" 24 12.206
39.122 12.508 0 34 "M" "H" 2 47 40 "Y" "N" 24 12.612
39.123 10.444 1 22 "M" "M" 0 12 264 "Y" "N" 24 10.82
39.125 10.517 1 41 "M" "H" 3 33 150 "Y" "N" 24 12.612
39.131 10.098 0 41 "F" "M" 1 24 72 "Y" "N" 24 12.518
39.133 11.878 1 34 "F" "H" 2 60 61 "Y" "N" 24 12.766
39.135 12.268 1 21 "F" "N" 0 7 36 "N" "N" 24 11.002
39.136 12.08 1 27 "M" "M" 0 42 276 "Y" "N" 24 11.513
39.138 11.806 0 26 "F" "H" 0 18 300 "Y" "N" 24 11.002
39.139 10.268 1 27 "F" "M" 0 12 15 "Y" "N" 24 12.324
39.143 10.173 0 33 "M" "M" 1 57 144 "Y" "N" 24 11.513
39.146 10.181 1 34 "M" "N" 2 35 84 "Y" "N" 24 11.513
39.147 12.152 0 27 "M" "H" 0 116 124 "Y" "N" 24 11.156
54.369 13.592 0 47 "M" "H" 2 241 29 "Y" "N" 24 13.592
39.149 10.62 0 46 "F" "M" 2 180 53 "Y" "N" 24 12.206
39.151 11.582 0 51 "M" "H" 1 20 164 "Y" "N" 24 11.29
39.152 10.973 0 28 "F" "H" 1 9 9 "Y" "N" 24 11.29
39.155 12.222 0 26 "M" "M" 0 78 120 "Y" "N" 24 11.635
39.157 10.397 1 56 "M" "H" 1 60 180 "Y" "N" 24 12.899
39.16 10.54 0 25 "F" "M" 1 7 42 "Y" "N" 24 12.374
39.163 11.328 0 27 "M" "S" 0 12 96 "Y" "N" 24 11.513
39.165 10.963 0 57 "M" "H" 2 44 266 "Y" "N" 24 12.612
39.167 10.104 0 53 "F" "H" 3 36 53 "Y" "N" 24 12.899
39.17 11.389 1 30 "F" "S" 0 79 24 "Y" "E" 24 10.82
39.175 10.869 0 49 "M" "M" 3 104 156 "Y" "E" 24 10.82
39.178 11.364 1 53 "F" "H" 0 6 176 "Y" "N" 24 12.899
39.179 10.237 0 51 "F" "H" 1 10 14 "Y" "N" 24 11.284
39.181 11.628 0 32 "F" "H" 2 96 195 "Y" "N" 24 11.337
39.183 10.926 0 29 "M" "H" 1 34 36 "Y" "N" 24 12.766
39.187 11.705 0 35 "M" "M" 1 152 114 "Y" "N" 24 11.002
39.189 11.11 0 39 "F" "H" 1 3 58 "Y" "N" 24 12.766
39.194 11.444 0 46 "M" "M" 2 25 123 "Y" "N" 24 10.82
39.197 12.207 0 42 "F" "H" 0 51 172 "Y" "E" 24 11.513
39.199 12.174 0 21 "M" "M" 0 9 60 "Y" "N" 24 11.513
39.205 11.058 1 33 "F" "M" 1 42 41 "Y" "N" 24 11.353
39.21 12.404 0 28 "F" "H" 1 30 36 "Y" "N" 24 11.531
39.211 11.386 0 42 "M" "M" 2 240 156 "Y" "N" 24 11.002
39.213 11.194 1 32 "F" "M" 1 62 180 "Y" "N" 24 11.127
39.216 10.36 0 42 "F" "H" 2 17 135 "Y" "N" 24 12.899
39.218 10.988 0 43 "F" "M" 1 116 180 "Y" "N" 24 10.309
32.025 11.212 0 33 "M" "M" 1 36 401 "N" "E" 24 8.006
39.221 10.239 0 41 "M" "M" 1 52 159 "Y" "N" 24 10.309
39.223 10.536 0 42 "M" "M" 2 28 5 "N" "N" 24 11.918
39.224 12.05 0 21 "M" "M" 0 6 18 "N" "N" 24 11.513
39.226 10.997 0 25 "M" "M" 0 12 300 "Y" "N" 24 12.044
39.227 11.634 1 30 "M" "H" 0 14 362 "Y" "N" 24 10.82
39.229 10.49 0 25 "F" "N" 1 29 12 "N" "N" 24 11.462
39.232 10.004 0 33 "M" "H" 2 58 58 "Y" "E" 24 11.608
39.235 11.267 1 25 "F" "H" 0 18 18 "Y" "N" 24 11.775
39.237 11.752 0 26 "M" "M" 0 97 7 "Y" "N" 24 12.044
39.239 10.27 0 28 "M" "M" 2 72 144 "Y" "E" 24 11.513
39.242 11.414 0 30 "M" "N" 0 22 6 "Y" "N" 24 11.918
39.243 10.463 0 26 "M" "H" 0 3 108 "Y" "E" 24 11.608
39.247 11.442 0 36 "F" "M" 0 14 192 "Y" "N" 24 10.82
39.25 11.462 0 27 "M" "H" 0 29 80 "Y" "N" 24 11.918
39.253 10.699 0 35 "M" "H" 1 83 324 "Y" "N" 24 11.002
39.255 11.196 0 23 "M" "H" 0 11 276 "Y" "N" 24 12.044
39.258 10.697 0 25 "F" "N" 0 44 94 "N" "N" 24 10.82
39.259 10.184 0 29 "M" "H" 1 71 71 "N" "E" 24 11.002
39.614 9.903 0 31 "F" "M" 1 117 144 "N" "N" 24 9.903
39.261 10.969 0 29 "M" "M" 1 12 12 "N" "N" 24 11.156
39.264 10.201 0 25 "M" "H" 0 23 4 "Y" "N" 24 11.002
39.266 11.667 0 24 "M" "N" 1 44 5 "N" "N" 24 11.408
39.267 10.45 0 25 "F" "H" 0 48 48 "Y" "N" 24 10.127
39.269 11.102 1 30 "F" "M" 0 12 20 "Y" "E" 24 10.309
39.271 10.055 0 49 "F" "N" 2 72 144 "Y" "N" 24 11.943
39.274 10.26 0 39 "M" "H" 1 226 129 "Y" "N" 24 10.82
39.279 11.431 0 34 "M" "H" 2 147 60 "Y" "N" 24 12.899
39.283 11.249 0 26 "F" "H" 0 43 121 "Y" "N" 24 11.913
39.285 10.239 0 33 "F" "M" 1 12 144 "Y" "N" 24 11.002
39.288 10.068 0 25 "F" "M" 1 41 180 "Y" "E" 24 10.597
39.291 11.237 0 26 "M" "S" 0 48 109 "Y" "N" 24 10.82
39.293 10.965 0 52 "F" "M" 0 18 24 "Y" "N" 24 11.002
39.296 10.585 0 21 "F" "N" 0 20 120 "Y" "N" 24 10.404
39.298 10.956 0 31 "F" "H" 1 43 168 "Y" "N" 24 11.903
39.299 10.894 0 21 "M" "M" 0 7 216 "Y" "N" 24 10.915
39.304 12.197 1 27 "M" "H" 0 31 131 "Y" "N" 24 11.513
39.306 11.012 0 50 "M" "H" 2 15 84 "Y" "E" 24 12.766
39.311 10.697 0 38 "M" "H" 2 64 456 "Y" "E" 24 11.225
39.312 10.029 0 32 "M" "H" 0 54 64 "Y" "N" 24 11.513
39.314 11.162 0 28 "F" "M" 1 38 21 "Y" "N" 24 11.156
39.315 10.492 0 25 "M" "H" 0 29 12 "Y" "N" 24 11.002
